index,level1,level2,level3,year,module_code,module_description,difficulty,attribute
1982,Measurement,Measurement,Telling the Time,3,B,"estimate and read time with increasing accuracy to the nearest minute; record and compare time in terms of seconds, minutes, hours and o'clock; use vocabulary such as a.m./p.m., morning, afternoon, noon and midnight (appears also in Comparing and Estimating)",3_cannot,Do not compare times using 24-hour clock. No complex calculations of durations across days. No negative values. No multi-step problems that blend with other operations.
1983,Measurement,Measurement,Telling the Time,3,B,"estimate and read time with increasing accuracy to the nearest minute; record and compare time in terms of seconds, minutes, hours and o'clock; use vocabulary such as a.m./p.m., morning, afternoon, noon and midnight (appears also in Comparing and Estimating)",4_can,"Fluently estimate and read time with increasing accuracy to the nearest minute. Confidently record and compare time in terms of seconds, minutes, and hours, using comprehensive vocabulary (a.m./p.m., noon, midnight). Questions involve multi-step problems (up to 2 steps) requiring precise time reading, duration calculation, and interpretation of nuanced time phrases, or identifying errors in time statements."
1984,Measurement,Measurement,Telling the Time,3,B,"estimate and read time with increasing accuracy to the nearest minute; record and compare time in terms of seconds, minutes, hours and o'clock; use vocabulary such as a.m./p.m., morning, afternoon, noon and midnight (appears also in Comparing and Estimating)",4_cannot,No negative values. No complex time zone conversions. No calculations involving dates or leap years. No highly abstract concepts of time.
1985,Measurement,Measurement,Telling the Time,4,B,solve problems involving converting from hours to minutes; minutes to seconds; years to months; weeks to days (appears also in Converting),1_can,"Convert whole hours to minutes (e.g., 2 hours = 120 minutes). Convert whole minutes to seconds (e.g., 3 minutes = 180 seconds). Convert whole years to months (e.g., 2 years = 24 months). Convert whole weeks to days (e.g., 3 weeks = 21 days). Focus on direct multiplication for small whole numbers."
1986,Measurement,Measurement,Telling the Time,4,B,solve problems involving converting from hours to minutes; minutes to seconds; years to months; weeks to days (appears also in Converting),1_cannot,"Do not convert minutes to hours or seconds to minutes. Do not convert fractional parts (e.g., half an hour). No mixed units (e.g., 1 hour 30 mins). No negative values. No complex word problems or multi-step problems."
1987,Measurement,Measurement,Telling the Time,4,B,solve problems involving converting from hours to minutes; minutes to seconds; years to months; weeks to days (appears also in Converting),2_can,"Convert hours to minutes, minutes to seconds, years to months, weeks to days for larger whole numbers. Convert minutes to hours (e.g., 120 minutes = 2 hours). Questions involve direct conversions or simple, explicit word problems (e.g., ""How many minutes in a 4-hour film?"")."
1988,Measurement,Measurement,Telling the Time,4,B,solve problems involving converting from hours to minutes; minutes to seconds; years to months; weeks to days (appears also in Converting),2_cannot,"Do not convert seconds to minutes, months to years, or days to weeks. Do not convert fractional parts (e.g., 0.5 hours). No mixed units or negative values. No complex multi-step problems."
1989,Measurement,Measurement,Telling the Time,4,B,solve problems involving converting from hours to minutes; minutes to seconds; years to months; weeks to days (appears also in Converting),3_can,"Convert time between hours/minutes, minutes/seconds, years/months, weeks/days for whole numbers and simple fractional parts (e.g., ""half an hour""). Questions involve solving multi-step word problems (up to 2 steps) requiring time conversions (e.g., ""A race is 3 minutes 15 seconds. How many seconds total?"")."
1990,Measurement,Measurement,Telling the Time,4,B,solve problems involving converting from hours to minutes; minutes to seconds; years to months; weeks to days (appears also in Converting),3_cannot,"No complex fractional conversions (e.g., 1/3 of an hour). No conversions involving dates or leap years. No negative values. No highly abstract contexts."
1991,Measurement,Measurement,Telling the Time,4,B,solve problems involving converting from hours to minutes; minutes to seconds; years to months; weeks to days (appears also in Converting),4_can,"Fluently solve complex multi-step problems (3+ steps) involving converting between hours/minutes, minutes/seconds, years/months, and weeks/days, including fractional/decimal parts where appropriate (e.g., 0.75 hours). Questions involve identifying errors in time conversions, reasoning about time durations in varied contexts, or solving inverse problems (e.g., ""A journey took 210 minutes. How many hours is that?"")."
1992,Measurement,Measurement,Telling the Time,4,B,solve problems involving converting from hours to minutes; minutes to seconds; years to months; weeks to days (appears also in Converting),4_cannot,No negative values. No conversions involving time zones. No complex calculations involving speed or distance. No concepts beyond the specified time units.
1993,Measurement,Measurement,Converting,2,A,know the number of minutes in an hour and the number of hours in a day. (appears also in Telling the Time),1_can,State the number of minutes in an hour (60). State the number of hours in a day (24). Focus on direct recall. Questions are direct fact recall.
1994,Measurement,Measurement,Converting,2,A,know the number of minutes in an hour and the number of hours in a day. (appears also in Telling the Time),1_cannot,Do not perform calculations with these facts. Do not convert between hours/minutes or hours/days. No word problems or abstract contexts.
1995,Measurement,Measurement,Converting,2,A,know the number of minutes in an hour and the number of hours in a day. (appears also in Telling the Time),2_can,"Use the facts ""60 minutes in an hour"" and ""24 hours in a day"" to solve very simple problems (e.g., ""How many minutes in 2 hours?""). Questions involve direct multiplication/division for small whole numbers."
1996,Measurement,Measurement,Converting,2,A,know the number of minutes in an hour and the number of hours in a day. (appears also in Telling the Time),2_cannot,Do not convert between hours/minutes or hours/days for non-whole numbers. No complex calculations. No multi-step problems. No negative numbers or decimals/fractions.
1997,Measurement,Measurement,Converting,2,A,know the number of minutes in an hour and the number of hours in a day. (appears also in Telling the Time),3_can,"Apply the facts ""60 minutes in an hour"" and ""24 hours in a day"" to solve simple word problems (e.g., ""A train journey is 3 hours long. How many minutes is that?""). Questions involve identifying relevant information and applying the correct operation."
1998,Measurement,Measurement,Converting,2,A,know the number of minutes in an hour and the number of hours in a day. (appears also in Telling the Time),3_cannot,Do not convert fractional parts of an hour/day. No complex multi-step problems. No negative numbers or decimals/fractions. No problems involving time across midnight.
1999,Measurement,Measurement,Converting,2,A,know the number of minutes in an hour and the number of hours in a day. (appears also in Telling the Time),4_can,"Fluently use the number of minutes in an hour and hours in a day to solve multi-step problems (up to 2 steps). Questions involve identifying errors in time calculations, reasoning about time durations, or solving inverse problems (e.g., ""A journey was 180 minutes. How many hours?""). Can involve problems with mild extraneous information."
